path,label
data\raw\flower_classification\train\sunflower\6350641478_78e813f9d9_c.jpg,sunflower
data\raw\flower_classification\train\rose\28545469216_6623c13961_c.jpg,rose
data\raw\flower_classification\train\common_daisy\34550822724_976acc9f66_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3276444009_b261348a60_c.jpg,tulip
data\raw\flower_classification\train\dandelion\5660641273_6322132ec3_c.jpg,dandelion
data\raw\flower_classification\train\tulip\2871895419_77e85acfc5_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\2321107972_f31e6b65a8_c.jpg,common_daisy
data\raw\flower_classification\train\rose\6280916282_0174bb55d1_c.jpg,rose
data\raw\flower_classification\train\tulip\27345888124_1fbf5ef2a7_c.jpg,tulip
data\raw\flower_classification\train\tulip\5703436266_2e01bcfd96_c.jpg,tulip
data\raw\flower_classification\train\dandelion\3507136948_5dcbe26893_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\5789634087_3c597f20a8_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\6656761001_ed99414370_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\49002941476_e78291ef3b_c.jpg,common_daisy
data\raw\flower_classification\train\rose\26727723264_a97ea00dc4_c.jpg,rose
data\raw\flower_classification\train\common_daisy\21483521538_61ac3455cb_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\8158433853_b4bfa84296_c.jpg,common_daisy
data\raw\flower_classification\train\rose\28725151573_d7a6ff1b54_c.jpg,rose
data\raw\flower_classification\train\sunflower\9798346653_967229bc49_c.jpg,sunflower
data\raw\flower_classification\train\rose\3348864936_be47485694_c.jpg,rose
data\raw\flower_classification\train\sunflower\14820673631_1daeba6f07_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\34973938216_470b3d3f7f_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\34283171450_3daa734504_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\4683639815_57ff120083_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\14029151827_d321f9430f_c.jpg,dandelion
data\raw\flower_classification\train\tulip\25575097843_9568cd2a4f_c.jpg,tulip
data\raw\flower_classification\train\sunflower\6828929160_53bfdd4abf_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3691662110_f65854b859_c.jpg,tulip
data\raw\flower_classification\train\tulip\13527874805_b43e750043_c.jpg,tulip
data\raw\flower_classification\train\sunflower\4932578951_2ba6d512da_c.jpg,sunflower
data\raw\flower_classification\train\tulip\5463375824_ce73b993b8_c.jpg,tulip
data\raw\flower_classification\train\rose\28029514230_f4e00768b5_c.jpg,rose
data\raw\flower_classification\train\rose\29403497771_163d9e1704_c.jpg,rose
data\raw\flower_classification\train\sunflower\368360467_9e66c6186e_c.jpg,sunflower
data\raw\flower_classification\train\rose\12647401333_1d28cf2e00_c.jpg,rose
data\raw\flower_classification\train\sunflower\14476852607_120d0c7eba_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\15252683179_479be0ea71_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\36836841035_7e02ee0873_c.jpg,sunflower
data\raw\flower_classification\train\rose\14289552486_e2d626b668_c.jpg,rose
data\raw\flower_classification\train\dandelion\17508832800_866deb2d70_c.jpg,dandelion
data\raw\flower_classification\train\rose\8782484528_793aa93cd6_c.jpg,rose
data\raw\flower_classification\train\common_daisy\8963179481_ec6518717f_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\505115726_9c0bbda883_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\36850731_f8db64e8cb_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\10351093516_f576d24f89_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\35136563713_a685fa5dc3_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\7027231383_b938726c60_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\155753732_4cc289cd53_c.jpg,dandelion
data\raw\flower_classification\train\rose\15394458068_2fdbcb1ded_c.jpg,rose
data\raw\flower_classification\train\rose\30797326344_f74d565a88_c.jpg,rose
data\raw\flower_classification\train\sunflower\5119325022_772b4f8519_c.jpg,sunflower
data\raw\flower_classification\train\rose\18750077020_e8ba53d210_c.jpg,rose
data\raw\flower_classification\train\common_daisy\4407295788_70071e367e_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\4576058309_776d71d4dc_c.jpg,tulip
data\raw\flower_classification\train\tulip\13724386855_d7b7f4e53d_c.jpg,tulip
data\raw\flower_classification\train\rose\28482693215_fcf0b41e36_c.jpg,rose
data\raw\flower_classification\train\tulip\8999773576_793e694972_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\3931210190_91dbcb0f6d_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\8739327374_b5ea2ddfce_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\4736770293_4964747d66_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\6067236826_980575ee9e_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\3534664101_0f20c5398a_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\5631750477_03ea494e30_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\4710305360_088fffaf0e_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\8913859601_af610ac520_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\7099059437_2ce701fa92_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\23581199978_8dc09c36ec_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\9108778089_3c6aab509c_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\26423707613_387c5f8022_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\3886963964_89cdc5817a_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\4713535397_3356e72c72_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5263069362_e6086ae9fa_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\8080216215_a944a2b2a5_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3998687441_edf6cd3fc5_c.jpg,tulip
data\raw\flower_classification\train\sunflower\32541652434_71faabd412_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\158366812_18507e2800_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\2445358614_72dfa49e76_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\4683629653_4b0be98689_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\17831252561_6e0b714067_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\8470227280_aeeafedd81_c.jpg,dandelion
data\raw\flower_classification\train\rose\8172218687_638c3dd4b2_c.jpg,rose
data\raw\flower_classification\train\tulip\173579160_b1dbd2be38_c.jpg,tulip
data\raw\flower_classification\train\sunflower\37131824466_b3ec4d428c_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\33709527661_01892f8fb3_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\35557375960_c5d4b04afc_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\2813314237_b607357945_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\41588018980_a1c34cb58d_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\8791930616_412971193b_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\10356692494_81937a002f_c.jpg,tulip
data\raw\flower_classification\train\sunflower\15528777649_2f80612e4c_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\14599177486_7caf01f7c8_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\17426779990_6f075105d3_c.jpg,dandelion
data\raw\flower_classification\train\tulip\26098544102_baecd74c8b_c.jpg,tulip
data\raw\flower_classification\train\sunflower\43828068982_dabd320012_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\18033617135_c5e18a3063_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\4984926942_216ae4a19b_c.jpg,sunflower
data\raw\flower_classification\train\tulip\7090733983_4bc50e60bc_c.jpg,tulip
data\raw\flower_classification\train\tulip\13724736984_98dff7221b_c.jpg,tulip
data\raw\flower_classification\train\dandelion\16292873087_07c5637a9e_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\46681073434_5e20a41c9a_c.jpg,dandelion
data\raw\flower_classification\train\rose\2759224367_bbffcb8be8_c.jpg,rose
data\raw\flower_classification\train\common_daisy\4457790970_64fe6c2b07_c.jpg,common_daisy
data\raw\flower_classification\train\rose\6295276042_1454dac43c_c.jpg,rose
data\raw\flower_classification\train\rose\2564951771_641001c817_c.jpg,rose
data\raw\flower_classification\train\common_daisy\248596098_700f9370f0_c.jpg,common_daisy
data\raw\flower_classification\train\rose\2080587221_861f79877c_c.jpg,rose
data\raw\flower_classification\train\sunflower\46397752225_2babf4721d_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\13642372835_a10fa37bed_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\26416726145_449259893a_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\8312205552_01ae18370b_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\5016899924_54cea70318_c.jpg,sunflower
data\raw\flower_classification\train\tulip\473408540_c18bcd8a81_c.jpg,tulip
data\raw\flower_classification\train\rose\1093502641_59898088b4_c.jpg,rose
data\raw\flower_classification\train\dandelion\7006627796_b9df517430_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\32499013893_06631217b4_c.jpg,sunflower
data\raw\flower_classification\train\rose\7755487360_5156b4b915_c.jpg,rose
data\raw\flower_classification\train\rose\8277713612_9a13d37b78_c.jpg,rose
data\raw\flower_classification\train\rose\17756094922_7d78e1729e_c.jpg,rose
data\raw\flower_classification\train\rose\29301940921_c01ca9c4e3_c.jpg,rose
data\raw\flower_classification\train\tulip\8697784345_e75913d220_c.jpg,tulip
data\raw\flower_classification\train\tulip\2425273072_e0685dfdbf_c.jpg,tulip
data\raw\flower_classification\train\tulip\9070860996_5ba45ba2e0_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\48138581881_0a99a3b764_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\5442117707_5221867930_c.jpg,tulip
data\raw\flower_classification\train\tulip\2573951201_214427ca20_c.jpg,tulip
data\raw\flower_classification\train\sunflower\29996904345_1c57357567_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\16867249691_e6244cf106_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\2470301770_d983c9906f_c.jpg,common_daisy
data\raw\flower_classification\train\rose\19007450594_1bf7927700_c.jpg,rose
data\raw\flower_classification\train\rose\12349494165_c218f3d2be_c.jpg,rose
data\raw\flower_classification\train\dandelion\17201162105_f7ef92ac57_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\7034269923_4f79ee6794_c.jpg,sunflower
data\raw\flower_classification\train\tulip\24499984643_847e8f52ab_c.jpg,tulip
data\raw\flower_classification\train\tulip\2438788848_9fb73374bd_c.jpg,tulip
data\raw\flower_classification\train\sunflower\45088241884_27dfbe8bbf_c.jpg,sunflower
data\raw\flower_classification\train\tulip\4590708978_8a627d476c_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\5744759257_467bf7688e_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5843684375_3e266436d1_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\4533231147_7016fd298a_c.jpg,tulip
data\raw\flower_classification\train\sunflower\43277064584_46fe1b75a0_c.jpg,sunflower
data\raw\flower_classification\train\tulip\12396147735_ffae6fa34f_c.jpg,tulip
data\raw\flower_classification\train\dandelion\2714189370_8e6bc9821c_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\51013318261_9d896b5fa5_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\13821246365_16c0aa74be_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\788690776_c764cc9ffb_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\8404455290_773a4161bc_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\2440644041_439c5857b9_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\21697858814_1c0e0c53e4_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\9537042285_70b16caf05_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5524421146_0eeea38fba_c.jpg,dandelion
data\raw\flower_classification\train\rose\2480340422_fc68c6e9bf_c.jpg,rose
data\raw\flower_classification\train\dandelion\2487253446_aaf5be5da1_c.jpg,dandelion
data\raw\flower_classification\train\tulip\4586091602_f2524105f2_c.jpg,tulip
data\raw\flower_classification\train\sunflower\29553688438_d065fc380e_c.jpg,sunflower
data\raw\flower_classification\train\rose\34840854482_52d56fe923_c.jpg,rose
data\raw\flower_classification\train\dandelion\4709170860_8e81efd7ca_c.jpg,dandelion
data\raw\flower_classification\train\tulip\4572044146_b4704d3ea3_c.jpg,tulip
data\raw\flower_classification\train\rose\9692922135_ca989f7f65_c.jpg,rose
data\raw\flower_classification\train\dandelion\14422482963_fe97bcc101_c.jpg,dandelion
data\raw\flower_classification\train\rose\37065218184_40542a32b7_c.jpg,rose
data\raw\flower_classification\train\tulip\13832107344_ea6f03309a_c.jpg,tulip
data\raw\flower_classification\train\rose\21175691410_306eb948cc_c.jpg,rose
data\raw\flower_classification\train\tulip\449800518_2e78217e05_c.jpg,tulip
data\raw\flower_classification\train\sunflower\59050223_e8a2fd14e2_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\2543747606_35c6070337_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\9046346911_c7df312b57_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\4548895724_77a09c53dc_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\2897874027_83b2d2d116_c.jpg,tulip
data\raw\flower_classification\train\dandelion\16929432374_e2a58f3a52_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\14435518440_ff90f12f21_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\4517643854_63612952c0_c.jpg,tulip
data\raw\flower_classification\train\dandelion\5786476720_06956062f3_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\50298812491_912546ef37_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5507068579_6b2d451230_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\36652093973_85c52c786b_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\2687779837_bdfec4a01b_c.jpg,sunflower
data\raw\flower_classification\train\rose\26535958414_74228df30a_c.jpg,rose
data\raw\flower_classification\train\tulip\6122212172_ce1b9ff4a7_c.jpg,tulip
data\raw\flower_classification\train\rose\3980267228_376ab0f5b4_c.jpg,rose
data\raw\flower_classification\train\dandelion\8021642157_d0e284b432_c.jpg,dandelion
data\raw\flower_classification\train\tulip\14072905554_cf36723e98_c.jpg,tulip
data\raw\flower_classification\train\sunflower\6100404404_0a65d6122e_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\19175523655_f724981fe3_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\32317058951_70a6632f4e_c.jpg,common_daisy
data\raw\flower_classification\train\rose\14599589255_bc4e2140eb_c.jpg,rose
data\raw\flower_classification\train\tulip\12594154_4950ffa83f_c.jpg,tulip
data\raw\flower_classification\train\sunflower\29111243147_39302887a1_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\12195652675_c27711ac52_c.jpg,dandelion
data\raw\flower_classification\train\rose\22984741994_fef31f7014_c.jpg,rose
data\raw\flower_classification\train\sunflower\44464254211_dde5b8b124_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\3412345544_06205a6353_c.jpg,common_daisy
data\raw\flower_classification\train\rose\15354595427_032d755b42_c.jpg,rose
data\raw\flower_classification\train\dandelion\4495449165_2918868394_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\3500401216_e266730dfb_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\15138654278_c4c6d59648_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\2458025920_14572bab61_c.jpg,common_daisy
data\raw\flower_classification\train\rose\12241436983_9341d1aa9d_c.jpg,rose
data\raw\flower_classification\train\rose\7277189692_a636279f96_c.jpg,rose
data\raw\flower_classification\train\common_daisy\7065637931_e927e39ffc_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\14343946730_e27f261370_c.jpg,common_daisy
data\raw\flower_classification\train\rose\35207590363_41b620604a_c.jpg,rose
data\raw\flower_classification\train\rose\4103620810_d880455e38_c.jpg,rose
data\raw\flower_classification\train\common_daisy\14637502419_0d8971ea9a_c.jpg,common_daisy
data\raw\flower_classification\train\rose\8143761251_b8ab512642_c.jpg,rose
data\raw\flower_classification\train\rose\4987470688_32d7d68d29_c.jpg,rose
data\raw\flower_classification\train\tulip\7131956969_b7e866a1d8_c.jpg,tulip
data\raw\flower_classification\train\sunflower\5040574292_84cf13c2a7_c.jpg,sunflower
data\raw\flower_classification\train\rose\15284682778_a91576754f_c.jpg,rose
data\raw\flower_classification\train\common_daisy\3200248902_ce67a50649_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5618184011_f8735cff7f_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\34392624305_bc813fd212_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\24852394844_39dbcb9d92_c.jpg,common_daisy
data\raw\flower_classification\train\rose\9560792430_8e91f70b23_c.jpg,rose
data\raw\flower_classification\train\common_daisy\265033379_c21fba969a_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\8658349851_5339204321_c.jpg,tulip
data\raw\flower_classification\train\dandelion\7980932_7afaed7ca1_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\8120665864_9e9d0d184d_c.jpg,sunflower
data\raw\flower_classification\train\rose\17837765634_e021e18bce_c.jpg,rose
data\raw\flower_classification\train\rose\7148255519_0411f8728e_c.jpg,rose
data\raw\flower_classification\train\sunflower\6186619224_bed335841c_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\4890589726_e87860b4b0_c.jpg,dandelion
data\raw\flower_classification\train\rose\17923058340_f148d321e3_c.jpg,rose
data\raw\flower_classification\train\sunflower\68656677_c41c558e18_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\5027214438_1eb63e2e32_c.jpg,sunflower
data\raw\flower_classification\train\rose\2739757169_d813386605_c.jpg,rose
data\raw\flower_classification\train\tulip\3170200495_d23ddd7478_c.jpg,tulip
data\raw\flower_classification\train\sunflower\836350493_dfc6326c37_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\7861765000_6b97afb457_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\30293903528_eebe227f6a_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\8623313007_acc82464a5_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\26663989822_1cdbc36be9_c.jpg,sunflower
data\raw\flower_classification\train\rose\21376009918_2c0878338e_c.jpg,rose
data\raw\flower_classification\train\sunflower\4921245383_ae529c8e04_c.jpg,sunflower
data\raw\flower_classification\train\tulip\26568545243_168bbbcc7b_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\34859351365_e83d4508f0_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\9082511618_1db9824358_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\5336374305_60439eeb8a_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\4645059627_9c890a677c_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\2161602482_3b49729930_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\14503358845_339fc82f5c_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\15173870512_949a00c8f3_c.jpg,tulip
data\raw\flower_classification\train\tulip\5691248281_f2b6f52507_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\7027227517_ab463665b1_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\6351013220_d45200e612_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5650384876_caf895c61b_c.jpg,dandelion
data\raw\flower_classification\train\rose\26908903852_a989a8b73c_c.jpg,rose
data\raw\flower_classification\train\sunflower\25684803378_63432f9640_c.jpg,sunflower
data\raw\flower_classification\train\tulip\13936477783_1320eca292_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\51370902726_1bae406160_c.jpg,common_daisy
data\raw\flower_classification\train\rose\2479522219_878c507df1_c.jpg,rose
data\raw\flower_classification\train\common_daisy\7809553426_256740164b_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\7598552898_14f4305abd_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\8714214732_97d7793acc_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\19880176426_7014dedc00_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\42186826820_803acd8203_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\28016863185_4a6cc8c790_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\36922312556_641f7ee599_c.jpg,sunflower
data\raw\flower_classification\train\rose\9689470877_f31783f4dd_c.jpg,rose
data\raw\flower_classification\train\common_daisy\51245721979_33a16df7b3_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\9688772900_427e0083e7_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5583077618_d9f75e104a_c.jpg,dandelion
data\raw\flower_classification\train\tulip\5393528637_b9d2c4c4d5_c.jpg,tulip
data\raw\flower_classification\train\tulip\142779150_32ed1bc567_c.jpg,tulip
data\raw\flower_classification\train\rose\6264687542_92d5d967fa_c.jpg,rose
data\raw\flower_classification\train\tulip\3464076064_80d7c216d0_c.jpg,tulip
data\raw\flower_classification\train\rose\5756211982_9604d3e871_c.jpg,rose
data\raw\flower_classification\train\common_daisy\6952687988_347f6dbfd3_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\5743350031_64138997de_c.jpg,tulip
data\raw\flower_classification\train\dandelion\2592402062_4de2c7d01b_c.jpg,dandelion
data\raw\flower_classification\train\tulip\29323935811_e3f2061836_c.jpg,tulip
data\raw\flower_classification\train\rose\8343234588_a1c9142193_c.jpg,rose
data\raw\flower_classification\train\dandelion\26936183876_95817449c4_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\4746315573_7187112ec8_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\510303290_0b7fb1b9e0_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\5233876254_e8a3d0e07d_c.jpg,sunflower
data\raw\flower_classification\train\rose\9712694549_893c4203bd_c.jpg,rose
data\raw\flower_classification\train\sunflower\46345808391_dc7be635e1_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\28954975105_5567ae0948_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\44965025282_4d29d0279d_c.jpg,sunflower
data\raw\flower_classification\train\rose\7033432165_20e53d6789_c.jpg,rose
data\raw\flower_classification\train\dandelion\9505342427_e01d4f3b45_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\14319797533_3078af0dcf_c.jpg,dandelion
data\raw\flower_classification\train\rose\13967628989_406313b33c_c.jpg,rose
data\raw\flower_classification\train\rose\4925641353_c4b8ec3950_c.jpg,rose
data\raw\flower_classification\train\dandelion\16774028127_73c8d19bd4_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\8743844696_9ab040699a_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\10537581136_e958a6f4ae_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\26096925041_c397163e7f_c.jpg,tulip
data\raw\flower_classification\train\rose\16171747087_a354e4240f_c.jpg,rose
data\raw\flower_classification\train\dandelion\5737737846_7121297165_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\29371125598_249d6ea2b9_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\15352878348_a3b9930e3a_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\20747433071_41e8ba09f4_c.jpg,sunflower
data\raw\flower_classification\train\rose\8143763907_51e00106d4_c.jpg,rose
data\raw\flower_classification\train\sunflower\42588651114_b5bf227f96_c.jpg,sunflower
data\raw\flower_classification\train\rose\2480336812_58ec6089ea_c.jpg,rose
data\raw\flower_classification\train\rose\8172249984_118bba431d_c.jpg,rose
data\raw\flower_classification\train\rose\17891819940_853b7d932e_c.jpg,rose
data\raw\flower_classification\train\tulip\4477321257_6d35df404d_c.jpg,tulip
data\raw\flower_classification\train\sunflower\3748432133_45d9a1468b_c.jpg,sunflower
data\raw\flower_classification\train\rose\8367861962_bb3c23a44c_c.jpg,rose
data\raw\flower_classification\train\sunflower\7855896698_a4583ff7be_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\1232137407_2f5185e3d2_c.jpg,sunflower
data\raw\flower_classification\train\tulip\13925026335_6d85314f92_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\5161737804_1971959031_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\14025346433_cda8076e9f_c.jpg,tulip
data\raw\flower_classification\train\sunflower\43741706160_4b75963667_c.jpg,sunflower
data\raw\flower_classification\train\rose\19972099038_f07285fbd7_c.jpg,rose
data\raw\flower_classification\train\sunflower\43380126705_71e00872fa_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3234269522_eb916f7f89_c.jpg,tulip
data\raw\flower_classification\train\dandelion\14605923010_6f7ff8784e_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\6933865084_a9d5d24230_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\4457795564_9d712d86bf_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\13904730102_8cd2a99c70_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\5744720689_7043c83c75_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\26252479473_a579972746_c.jpg,tulip
data\raw\flower_classification\train\sunflower\9701367714_3bbc58dcb0_c.jpg,sunflower
data\raw\flower_classification\train\rose\5673757636_4d4b3ca108_c.jpg,rose
data\raw\flower_classification\train\tulip\8752120454_897392919e_c.jpg,tulip
data\raw\flower_classification\train\rose\9172400275_4f10745dda_c.jpg,rose
data\raw\flower_classification\train\dandelion\17335049101_edb6bf5dd6_c.jpg,dandelion
data\raw\flower_classification\train\rose\14527948525_161f140dc3_c.jpg,rose
data\raw\flower_classification\train\sunflower\26145881329_a30f4febe6_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\29379510907_3996337a0f_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\7006277140_2d66bac0fa_c.jpg,dandelion
data\raw\flower_classification\train\rose\377277099_544769262c_c.jpg,rose
data\raw\flower_classification\train\common_daisy\3462935166_5605da3cac_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\16862066137_aa9a713835_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\17137751025_89bb099e3b_c.jpg,tulip
data\raw\flower_classification\train\tulip\14044157584_eb5e4f1d2a_c.jpg,tulip
data\raw\flower_classification\train\rose\26929892176_1cd73be785_c.jpg,rose
data\raw\flower_classification\train\sunflower\8614311229_2bb50622de_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\22097658352_12e1883583_c.jpg,dandelion
data\raw\flower_classification\train\tulip\177487054_c6615e3e58_c.jpg,tulip
data\raw\flower_classification\train\rose\18479023778_530a960af7_c.jpg,rose
data\raw\flower_classification\train\tulip\25737493953_ea818d174f_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\4794729639_64da6752c7_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3503921197_9842944f09_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\3536115202_713df17985_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\40256081084_4d3c2d6594_c.jpg,dandelion
data\raw\flower_classification\train\rose\8197355121_126e829b52_c.jpg,rose
data\raw\flower_classification\train\tulip\214766724_3e74f45fc9_c.jpg,tulip
data\raw\flower_classification\train\rose\504717810_384ff0fa45_c.jpg,rose
